id,muin_city,attraction_site,coordinates,category,review,website,phone,address,created_at,updated_at
1738,,Crane Lake MD Campground West,"55.25886271033717, -110.38675675016161",Campground,4.5,https://www.albertacampgroundguide.ca/campgrounds/crane-lake-east-m-d-park/,17805736443,"Alberta T0A 2E0, Canada",27-Jul-22,27-Jul-22
1739,,Whitefish Lake Provincial Park,"53.06538271859747, -101.4557210588481",State park,4.8,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/western/whitefish.html,12044716273,"Bowsman, MB R0L 0H0, Canada",27-Jul-22,27-Jul-22
1740,,Narrows Sunset Lodge,"51.75192834525013, -98.95083833146299",2-star hotel,4.1,http://www.narrowssunsetlodge.com/,12047682749,"Highway 68 W, Oakview, MB R0C 2K0, Canada",27-Jul-22,27-Jul-22
1741,,Video Lottery Terminals (VLTs),"51.50366505950209, -99.25794657536235",Gambling house,,,12047322447,"MB-481, Crane River, MB R0L 0M0, Canada",27-Jul-22,27-Jul-22
1742,,Band Office O-Chi-Chak-Ko-Sipi First Nation,"51.50351514540217, -99.25767479339355",Community center,4.6,,12047322490,"MB-481, Crane River, MB R0L 0M0, Canada",27-Jul-22,27-Jul-22
1743,,Park Theatre Complex,"50.852600998198405, -100.01327951823399",Movie theater,4.6,http://www.parktheatre.ca/,12048482423,"117 Wasagaming Dr, Wasagaming, MB R0J 2H0, Canada",27-Jul-22,27-Jul-22
1744,,Derrick Theatre,"50.02697495368605, -100.92514472162416",Movie theater,4.5,,12047481456,"283 Nelson St W, Virden, MB R0M 2C0, Canada",27-Jul-22,27-Jul-22
1745,,Roxy Theatre,"50.385580720700155, -99.47494945840123",Movie theater,4.5,,12044763716,"291 Hamilton St, Neepawa, MB R0J 1H0, Canada",27-Jul-22,27-Jul-22
1746,,wan River Golf and Country Club,"52.281065337808634, -101.30532297947553",Country club,4.6,https://www.swanrivergolf.com/,12047343935,"27 River Dr, Swan River, MB R0L 1Z0, Canada",27-Jul-22,27-Jul-22
1747,,Riverdale Golf & Country Club,"50.29275492794523, -100.28262901189964",Golf club,3.5,,12043287122,"3 MB-259, Rivers, MB R0K 1X0, Canada",27-Jul-22,27-Jul-22
1748,,Clear Lake Golf Course,"51.07665772336333, -99.98616038096456",Golf course,4.7,https://www.clearlakegolfcourse.com/,12048484653,"1 Johnnie Lawrence Dr, Onanole, MB R0J 1N0, Canada",27-Jul-22,27-Jul-22
1749,,Dauphin Lake Golf Resort,"51.50263523324406, -99.92024241445444",Golf course,4.1,http://golfdauphinlake.ca/,12046389400,"258 Lake Dr W, Dauphin Beach, MB R0L 1K0, Canada",27-Jul-22,27-Jul-22
1750,,Black Bear Golf Club,"50.77195063490169, -95.87727380183286",Public golf course,4.4,http://www.blackbeargolf.ca/,12043459977,"9 Black Bear Drive, Lee River, MB R0E 1A0, Canada",27-Jul-22,27-Jul-22
1751,,Poplar Ridge Golf Course,"50.924553646010885, -99.87629710344768",Golf course,4.3,http://www.golfpoplarridge.com/,12048482382,"MB-354, Onanole, MB R0J 1N0, Canada",27-Jul-22,27-Jul-22
1752,,Ochichakkosipi Healing Lodge,"51.951760534039494, -99.26106274935309",Fraternal organization,,https://www.csc-scc.gc.ca/002/003/002003-2000-en.shtml,12047322025,"Crane River, MB R0L 0M0, Canada",27-Jul-22,27-Jul-22
1753,,Catholic Cemetery,"51.51351932484115, -99.26099083118336",Cemetery,,,,"51, Crane River, MB R0L 0M0, Canada",27-Jul-22,27-Jul-22
1754,,Oak Brae Lakeshore Hiking Trail,"51.654712382594745, -99.94121531147219",Gym,,,,"MB-364, Fork River, MB R0L 0V0, Canada",27-Jul-22,27-Jul-22
1755,,Vermilion Gorge Trailhead,"48.27499006015186, -92.49255337956208",Hiking area,4.5,https://www.fs.usda.gov/recarea/superior/recreation/hiking/recarea/?recid=41622&actid=50,,"7574 Gold Coast Rd, Crane Lake, MN 55725, United States",27-Jul-22,27-Jul-22
1756,,Winnipegosis Museum & Historical Society,"51.74626952812159, -99.93215564473545",Museum,,https://winnipegosismuseums.ca/,12046564318,"62 Jubilee Ave E, Winnipegosis, MB R0L 2G0, Canada",27-Jul-22,27-Jul-22
1757,,Crane River Fire Emergency,"51.53210192190056, -99.27756489678252",Fire station,,,12047322335,"James St, Crane River, MB R0L 0M0, Canada",27-Jul-22,27-Jul-22
1758,,Danau Dauphin,"51.310111904877495, -99.75063124735175",Tourist attraction,,,,"Dauphin Lake, MB, Canada",27-Jul-22,27-Jul-22
1759,,Eagles Island Beach,"51.262013466572526, -99.03651994349195",Tourist attraction,,,,"Manitoba R0L 0R0, Canada",27-Jul-22,27-Jul-22
1760,,Steep Rock Marina and Beach,"51.64539183066904, -98.78383440520311",Tourist attraction,4.6,,,"Manitoba, Canada",27-Jul-22,27-Jul-22
1761,,Fairford Island,"51.66924613728278, -98.7206630206309",Tourist attraction,3,,,"Fairford, MB R0C 0X0, Canada",27-Jul-22,27-Jul-22
1762,,Dallas Red Rose Community Hall,"51.43556891363966, -97.52967006943798",Community center,,,12046452619,"NW 34-28-1W, Dallas, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1763,,Fisher Bay,"51.920139667659306, -97.23491840997947",Campground,4,,,"Fisher Bay, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1764,,Ukrainian Park,"51.08584887128484, -96.94927388843556",Campground,4.6,,,"Lake Forest, MB R0C 0M0, Canada",27-Jul-22,27-Jul-22
1765,,Riverton Campground,"51.33362240000003, -96.83941061091865",Campground,4,,,"Manitoba R0C 2R0, Canada",27-Jul-22,27-Jul-22
1766,,Peguis Community Hall,"51.37575805521528, -97.5724563813653",Community center,3.6,http://www.peguisfirstnation.ca/,12046452434,"Peguis, MB R0C 3J0, Canada",27-Jul-22,27-Jul-22
1767,,Washow Bay Cemetery,"51.20660154936112, -97.01707172751706",Cemetery,,,,"Manitoba R0C 2R0, Canada",27-Jul-22,27-Jul-22
1768,,Interlake Forest centre,"51.19152312331536, -97.60234895437236",Hiking area,,,,"MB-17, Gimli, MB R0C, Canada",27-Jul-22,27-Jul-22
1769,,Matootoo Lake,"51.33866812958484, -97.5508127183319",Museum,,,12046452516,"Unnamed Road, Peguis, MB R0C 1N0, Canada",27-Jul-22,27-Jul-22
1770,,Dallas / Red Rose Community Hall,"51.47933881374887, -97.5288431326965",Park,4.5,,,"Dallas/Red Rose, MB R0C 1S0, Canada",27-Jul-22,27-Jul-22
1771,,Krywenko Farms,"51.52720941809957, -97.45468542037258",Park,5,,12046452991,"Dallas/Red Rose, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1772,,Lake St. George Provincial Park,"51.82695989189141, -97.38327428998662",Park,4.5,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/stgeorge.html,,"Manitoba R0C 2A0, Canada",27-Jul-22,27-Jul-22
1773,,Glamping InStead,"50.54744551507601, -96.5281498745486",Resort hotel,5,http://glampinginstead.ca/,12043339932,"97002 Rd 42 E, Stead, MB R0E 1Z0, Canada",27-Jul-22,27-Jul-22
1774,,Radisson Hecla Resort,"51.28463231044433, -96.63920253715412",Resort hotel,4,https://www.lakeviewhotels.com/hecla/,12042792041,"Hecla Grindstone Provincial Park, Hecla, MB R0C 2R0, Canada",27-Jul-22,27-Jul-22
1775,,Dolly Bay Resort,"51.24682344834878, -98.70716683919622",Cottage village,,,,"NW 19 - 24 - 9W, Oakview, MB R0C 2K0, Canada",27-Jul-22,27-Jul-22
1776,,Lakeview Hecla Resort,"51.36358517942579, -96.61976456637525",3-star hotel,4.1,http://www.lakeviewhotels.com/hecla,12042792041,"MB-8, Gull Harbour, MB R0C 2R0, Canada",27-Jul-22,27-Jul-22
1777,,Lake Haven Motel,"50.75595589916104, -96.663709877382",Resort hotel,5,,,"26 Parkview Ave, Grand Marais, MB R0E 0T0, Canada",27-Jul-22,27-Jul-22
1778,,Sandy Hook R.V. Resort,"50.71423597654721, -96.93836807117425",Campground,4.3,http://www.sandyhookrvresort.com/,12043895389,"103014 Pth 9, Sandy Hook, MB R0C 2W0, Canada",27-Jul-22,27-Jul-22
1779,,Silver Harbour Marine Resort,"50.99166728447109, -96.96034072667763",Marina,4.7,http://silverharbourmarineresort.com/,12046427245,"George’s Way, Silver Harbour, MB R0C 0C0, Canada",27-Jul-22,27-Jul-22
1780,,Bryden Cochrane Memorial Sports Complex,"51.56502131623245, -97.40920307184483",Arena,4.1,,,"Dallas, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1781,,Peguis Multiplex,"51.410449780650126, -97.58558083010064",Arena,4.5,http://www.peguisfirstnation.ca/,12046454260,"Peguis, MB R0C 3J0, Canada",27-Jul-22,27-Jul-22
1782,,Red Rose Ranch,"51.4737716953331, -97.55146129861195",Horse riding school,5,,16137747005,"51.4663082, -97.5500761, Dallas, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1783,,Ancient Beach Trailhead,"50.649818542285765, -96.57420371422343",Hiking area,4.7,,,"Grand Marais, MB R0E 0T0, Canada",27-Jul-22,27-Jul-22
1784,,Little Steep Rock Trail,"51.521321496110964, -98.81998548136531",Hiking area,4.7,https://interlaketourism.com/hitting_trails/little-steep-rock-trail/,,"Manitoba R0C 0Y0, Canada",27-Jul-22,27-Jul-22
1785,,Dallas Red Rose Fire Hall,"51.484154015084926, -97.37097536198608",Fire station,,,12046452466,"27-28-1W NW, Dallas, MB R0C 0S0, Canada",27-Jul-22,27-Jul-22
1786,,Dauphin & District Allied Arts Council,"51.28850050939287, -100.13439630148906",Art center,4.7,http://watsonartcentre.com/,12046386231,"104 1 Ave NW, Dauphin, MB R7N 1G9, Canada",27-Jul-22,27-Jul-22
1787,,Mid-West Arts Council,"50.383223999841576, -100.60335900722723",Art gallery,5,https://www.midwestartscouncil.com/,12047642400,"39 Maple Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1788,,Dauphin River Community Center,"51.94660297659837, -98.08334986527625",Community center,3,,,"MB-513, Dauphin River, MB R0C 1J0, Canada",27-Jul-22,27-Jul-22
1789,,Duck Bay Community Council,"52.17069829035764, -100.15350461047527",State government office,4,http://naccmanitoba.com/regions/western/duck-bay/,12045243070,"410 Youth Dr, Duck Bay, MB R0L 0N0, Canada",27-Jul-22,27-Jul-22
1790,,Duck Bay Community Hall,"52.175956459033216, -100.15176941248933",Community center,5,,,"Duck Bay, MB R0L 0N0, Canada",27-Jul-22,27-Jul-22
1791,,Duck Bay Harbour,"52.17741173523592, -100.15258597609915",Port authority,,,,"Duck Bay, MB R0L 0N0, Canada",27-Jul-22,27-Jul-22
1792,,Easterville Hockey Arena,"53.10185178274369, -99.80443315906797",Sports complex,3.3,,,"Manitoba R0C 0V0, Canada",27-Jul-22,27-Jul-22
1793,,Easterville Nursing Station,"53.10388460040602, -99.808239075231",Community health centre,,,12043292212,"Easterville, MB R0C 0V0, Canada",27-Jul-22,27-Jul-22
1794,,Fisher Bay Bible Camp,"51.48040236536196, -97.30642242440602",Church,5,https://www.fisherbaybiblecamp.ca/,12046452531,"Rl 5, Fisher Bay, MB R0C 1S0, Canada",27-Jul-22,27-Jul-22
1795,,Bay River Developments,"51.48853685127654, -97.30271901470549",Cottage village,5,https://bayriver.ca/,12046454505,"Box 359, Fisher River Cree Nation, Manitoba, MB R0C 1S0, Canada",27-Jul-22,27-Jul-22
1796,,Fisher Bay Provincial Park,"51.83961766006414, -97.13843538121183",Provincial park,4.1,,12049456784,"200 Saulteaux Crescent, Winnipeg, MB R3J 3W3, Canada",27-Jul-22,27-Jul-22
1797,,Beaver Creek Provincal Park,"51.53995124815139, -96.9956131730767",Campground,4.4,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/central/beaver.html,,"1V0, MB-234, Little Bullhead, MB, Canada",27-Jul-22,27-Jul-22
1798,,Adebayo Ajayi Photography,"51.145293105609134, -100.49208551701348",Photographer,,https://adebayo-ajayi-photography.business.site/?utm_source=gmb&utm_medium=referral,12046475998,"103 Veterans Dr, Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1799,,Hot Shot Entertainment,"51.15285358728442, -100.49212137322863",DJ service,,http://www.hotshotent.com/,12046484747,"401 Long St, Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1800,,Gilbert Plains Recreation Office,"51.1522794314136, -100.4830737979645",Recreation center,3.5,http://www.gilbertplains.com/p/recreation,12045482063,"Complex Dr, Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1801,,Gilbert Plains Hotel,"51.14968532053149, -100.48927028917801", Hotel,4.1,https://www.facebook.com/GilbertPlainsHotel,12045482337,"109 Main St N, Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1802,,Gilbert Plains Skatepark,"51.14822667107155, -100.49220614293333",Skateboard park,4,,,"Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1803,,Sacred Heart Ukrainian Church,"51.14421587770844, -100.48425176226539",Church,,,,"308 Cutforth St S, Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1804,,Gilbert Plains Airfield,"51.14029367942845, -100.49563806747373",Airport,,,,"Gilbert Plains, MB R0L 0X0, Canada",27-Jul-22,27-Jul-22
1805,,Gods Lake Narrows Airport (YGO),"54.55382853639705, -94.48162500976922",Regional airport,2.8,http://www.gov.mb.ca/mit/namo/air/airports.html,12043352024,"Gods Lake Narrows, MB R0B 0M0, Canada",27-Jul-22,27-Jul-22
1806,,Gods Lake Narrows Waterdrome,"54.551347719227635, -94.4798782021705",Airport,,,,"Gods Lake Narrows, MB R0B 0M0, Canada",27-Jul-22,27-Jul-22
1807,,Grandview Municipal Campground,"51.18050228751453, -100.70486221520329",Campground,4,http://www.grandviewmanitoba.com/main.asp?cat_ID=3,12045465250,"111 Burrows St, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1808,,"Historic Site, Town Of Grandview","51.18045313239347, -100.70362488368812",Historical landmark,,,,"0Y0, Grandview, MB, Canada",27-Jul-22,27-Jul-22
1809,,Watson-Crossley Community Museum,"51.17749355721052, -100.70570220601486",Museum,5,,12045724180,"450 Railway Ave N, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1810,,Grandview Kinsmen Community Center,"51.17846908876427, -100.7043246075321",Community center,4.4,,,"111 Burrows St, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1811,,Grandview Agricultural Community Centre,"51.17893728280204, -100.70337031718542",Arena,4.3,,12045465262,"465 Burrows St, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1812,,Hope Lutheran Church,"51.17731037060978, -100.70138705984357",Lutheran church,4,,12045462336,"361 Rupert Ave, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1813,,Calvin Yarush,"51.17533088834829, -100.70235935022365",Artist,,https://www.calvinyarush.com/,12045462856,"319 Railway Ave N, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1814,,Grandview Family Worship Centre,"51.17252380052699, -100.69514572255784",Christian church,,https://www.facebook.com/Grandview-Family-Worship-Centre-266559087013612/,,"120 Jackson St, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1815,,Grandview Town Fire Hall,"51.172256929842405, -100.69867442834193",Fire station,,,,"136 Railway Ave N, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1816,,St Margaret's Roman Catholic Church,"51.172846290597136, -100.70370650330175",Church,,,,"246 George Ave, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1817,,Park-View Motel,"51.17112837706883, -100.70341184555099",Motel,4.2,,12045462178,"271 5 Pth, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1818,,Phoenix Steam Hauler Monument,"51.17112837706883, -100.70398841441904",Tourist attraction,5,,,"Main St, Grandview, MB R0L 0Y0, Canada",27-Jul-22,27-Jul-22
1819,,Hamiota Campground,"50.17755645125558, -100.59313371781813",Campground,,https://hamiota.com/hamiota-municipal-park-campground/,,"147 Maple Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1820,,Hamiota Golf Club,"50.17486786693875, -100.58872450035186",Golf club,,https://www.facebook.com/HamiotaGolf,12047642341,"192 Maple Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1821,,Hamiota Lions Playground,"50.17744394606971, -100.59225598331138",Playground,,,,"159 Maple Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1822,,Hamiota Cemetery,"50.17005125284983, -100.59880865590624",Cemetery,5,,12047643050,"Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1823,,Countryside Studio & Gym,"50.180008363586545, -100.5989003626796",Fitness center,5,http://www.countrysidestudiogym.com/,12047206629,"21 Maple Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1824,,Cornerstone Family Worship Centre,"50.181843736819175, -100.59550014557772",Church,5,http://www.cornerstonefamily.ca/,12047640979,"81 Birch Ave, Hamiota, MB R0M 0T0, Canada",27-Jul-22,27-Jul-22
1825,,Tawow Lodge Ltd,"54.656135841251796, -99.78873154154235",Lodge,4.4,http://www.tawowlodge.com/,12043582485,"Snow Lake, MB R0B 1M0, Canada",27-Jul-22,27-Jul-22
1826,,Homebrook Cemetery (McDonnell),"51.74250496868838, -98.90131428289567",Cemetery,,,,"Homebrook-Peonan Point, MB R0L 1Y0, Canada",27-Jul-22,27-Jul-22
1827,,Port Hilford United Baptist Church,"45.10863574399613, -61.841980542487754",Christian church,,http://baptist-atlantic.ca/tools-resources/church-locator/,19025222805,"1A0, Marine Dr, Bickerton West, NS B0J 1A0, Canada",27-Jul-22,27-Jul-22
1828,,Port Hilford Beach,"45.108060266458686, -61.843568410176275",Beach,4.6,,,"NS-211, Bickerton West, NS B0J 1A0, Canada",27-Jul-22,27-Jul-22
1829,,Red Hill Golf Club,"45.146326580088, -61.881267352487875",Golf course,5,http://facebook.com/redhillgolfclub,19023181262,"185 Red Hill Rd, Sherbrooke, NS B0J 3C0, Canada",27-Jul-22,27-Jul-22
1830,,Fort Amherst,"47.565869166907056, -52.68142602375707",Tourist attraction,4.6,https://www.pc.gc.ca/apps/dfhd/page_hl_eng.aspx?id=14452,18773665263,"111 Fort Amherst Rd, St. John's, NL A1C 5H2, Canada",27-Jul-22,27-Jul-22
1831,,Paul Reynolds Community Centre,"47.604145276558256, -52.7090599222342",Swimming facility,4.6,http://stjohns.ca/living-st-johns/recreation-and-parks/recreation-facilities,17095768631,"35 Carrick Dr, St. John's, NL A1A 4N2, Canada",27-Jul-22,27-Jul-22
1832,,The Little Gym of St. John's,"47.60193548755795, -52.71106274041453",Gymnastics center,4.5,http://www.tlgstjohnsnl.com/,17097547655,"286 Torbay Rd, St. John's, NL A1A 4L6, Canada",27-Jul-22,27-Jul-22
1833,,Kenny's Pond Park,"47.59365644430453, -52.71418680358898",Park,4.6,http://www.stjohns.ca/sites/default/files/CSJ_FileUpload/PublicWorks/Playgrounds%20and%20Skate%20Parks.pdf,,"Kenny's Pond Walk, St. John's, NL A1A 0E4, Canada",27-Jul-22,27-Jul-22
1834,,Wasagaming Community Arts,"50.6623557858473, -99.9709705130355",Art gallery,4.8,http://www.wasagamingcommunityarts.com/,12048482993,"110 Wasagaming Dr, Wasagaming, MB R0J 2H0, Canada",27-Jul-22,27-Jul-22
1835,,Cross Lake Inn,"54.62679453304494, -97.77757867223976",Hotel,3.4,,12046763333,"Cross Lake, MB R0B 0J0, Canada",27-Jul-22,27-Jul-22
1836,,Kathleen Crosby Gallery,"49.90241143379104, -97.1414364949832",Art gallery,5,http://kcrosbyart.blogspot.com/,12049427508,"63 Albert St #210, Winnipeg, MB R3B 1G4, Canada",27-Jul-22,27-Jul-22
1837,,Lakeside Golf Club and Campground,"50.43074020169764, -100.60523553314965",Golf course,4.4,http://lakesidegolfclubandcampground.com/,12047592002,"NE 5-12-23W, Shoal Lake, MB R0J 1Z0, Canada",27-Jul-22,27-Jul-22
1838,,Shoal Lake Cemetery,"50.451459395951744, -100.58402644664153",Cemetery,,,,"135063 Rd 98 N, Shoal Lake, MB R0J, Canada",27-Jul-22,27-Jul-22
1839,,Kinosao Trail,"50.82272769717335, -99.90671333376311",Hiking area,5,,,"Manitoba R0J 2H0, Canada",27-Jul-22,27-Jul-22
1840,,Ominnik Marsh Trail,"50.8574163201523, -99.88474067818133",Hiking area,4.8,http://pc.gc.ca/en/pn-np/mb/riding/visit/activ4#ominnik,,"Manitoba R0J 2H0, Canada",27-Jul-22,27-Jul-22
1841,,Caputerra Lake,"55.223924842274, -97.24322318727026",Park,,,,"Manitoba R0B 1Z0, Canada",27-Jul-22,27-Jul-22
1842,,Rose Point,"54.82085826764061, -96.54009820865348",Memorial park,,http://www4.rncan.gc.ca/search-place-names/unique/GBFUK,16044217895,"Molson Lake, MB, Canada",27-Jul-22,27-Jul-22
1843,,Cross Lake Band,"55.28084596036749, -97.61048626476767",Tribal headquarters,2.3,http://www.crosslakeband.ca/,12046762218,"McIvor Dr, Cross Lake, MB R0B 0J0, Canada",27-Jul-22,27-Jul-22
1844,,Cross Lake,"55.25580882714498, -97.69837688709477",Lake,4.2,,,"Manitoba, Canada",27-Jul-22,27-Jul-22
1845,,Cross Lake - YCR,"55.155502399058776, -97.87415813174896",Airport,4.8,http://www.gov.mb.ca/mit/namo/air/airports.html,12046762061,"141 RC Mission Road, Cross Lake, MB X0A 0C0, Canada",27-Jul-22,27-Jul-22
1846,,Burge Lake Provincial Park,"57.58818753515661, -101.38978302483284",State park,4.7,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/northeast/burge.html,18666264862,"Lynn Lake, MB R0B 0W0, Canada",27-Jul-22,27-Jul-22
1847,,Sand Lakes Provincial Wilderness Park,"58.63279825621844, -98.75306435501993",State park,4,https://www.gov.mb.ca/sd/parks/park-maps-and-locations/northeast/sand.html,18002146497,"Manitoba, Canada",27-Jul-22,27-Jul-22
1848,,St. Croix Inn,"48.41506662573833, -92.13215010985226",3-star hotel,4.5,https://stcroixinnhotel.com/,17153784444,"11390 S 5th St E, Solon Springs, WI 54873, United States",27-Jul-22,27-Jul-22
1849,,Cross Lake Arena,"54.62668681982185, -97.77259250226852",Sports club,5,,,"Cross Lake, MB R0B 0J0, Canada",27-Jul-22,27-Jul-22
1850,,Footprint VLT Lounge,"55.78476060101836, -98.8877262310482",Casino,,,,"14 Bay Rd, Nelson House, MB R0B 1A0, Canada",27-Jul-22,27-Jul-22
1851,,NCN Family & Community Wellness Centre,"55.783359008490926, -98.88586788686962",Wellness center,4,http://www.ncnwellness.ca/,12044842341,"14 Bay Rd, Nelson House, MB R0B 1A0, Canada",27-Jul-22,27-Jul-22
1852,,Gilbert Mc Donald Arena,"55.78327220184312, -98.88793182265744",Sports complex,4,,12044842061,"Nelson House, MB R0B 1A0, Canada",27-Jul-22,27-Jul-22
1853,,Norman Linklater Memorial Multiplex,"55.788583275391574, -98.88690844071438",Gym,,https://www.ncncree.com/,12044842604,"Nelson House, MB R0B 1A0, Canada",27-Jul-22,27-Jul-22
1854,,Gilbert Mcdonald Arena,"55.787328543372766, -98.88373270533734",Hockey rink,4.5,,,"Nelson House, MB R0B 1A0, Canada",27-Jul-22,27-Jul-22
1855,,Ambassador Banquet And Conference Centres,"50.03953633573688, -97.1377364033401",Banquet hall,4.5,,12046976751,"2100 McPhillips St, Winnipeg, MB R2V 3T9, Canada",27-Jul-22,27-Jul-22
